_id,ground_state.globular_volume,ground_state.homo_lumo_gap,ground_state.dipole_moment,ground_state.solvation_energy,cation1.globular_volume,cation1.homo_lumo_gap,cation1.dipole_moment,cation1.solvation_energy,cation2.globular_volume,cation2.homo_lumo_gap,cation2.dipole_moment,cation2.solvation_energy
90JISH,,,,,117.456,9.898690978000001,1.1319132608110924,-2.0358871779699257,,6.8556401159999965,1.6016545851087867,
90HRGS,,,,,125.752,9.922364896000001,1.1827333004528113,-2.0178356250144134,,6.562573338000002,0.10270097370521859,
90DMSD,,,,,92.376,10.649181389999999,1.9094900287773173,-2.203423767694403,,6.897001443999999,1.4019507302326997,
90SXLZ,,,,,111.992,9.762361864,5.789926848415272,-2.113670529477531,,7.118774353999996,8.209979596807779,
90GXOE,,,,,110.664,7.793889188,5.73466439907341,-2.374078103572174,,4.887983782000003,5.458535491319993,
90IVGO,,,,,134.504,9.50630259,0.001118033988749895,-1.8659283110537217,,7.75933071,0.0002449489742783178,
90BTXW,,,,,153.264,8.153351782000001,1.349090530690954,-1.7886189549099072,,5.787864780000001,0.5242872971949635,
90RXYT,,,,,135.064,9.624944294,1.181600550101429,-1.8745759851262846,,6.716861976000002,1.3810000905141173,
90WHPN,,,,,202.48,9.689979540000001,3.171856558862648,-1.7126961284448043,,4.338585615999998,5.788295000256984,
90XPEY,,,,,134.688,10.162913672000002,1.9472351912391066,-1.8778847008870798,,5.139145003999998,3.1235855390880527,
90CGNY,,,,,88.016,11.404569854000002,1.687188480875803,-2.228038547059441,,10.434483444,3.7285224553434033,
90GOIB,,,,,109.288,10.359379980000002,1.4330971669778712,-2.0028582255527,,6.820265295999999,1.0716670751684032,
