_id,smiles
80LDEB,CN(c1cccc(S(C)(=O)=O)c1)[N+](=O)[O-]
80OWGVAP,COc1nc(OC)c(S(=O)(=O)C(F)(F)F)c(OC)c1S(=O)(=O)C(F)(F)F
80UTGE,COC(=O)c1ncn(C)c1C(F)(F)F
80YJWW,COC(=O)c1ncc(C(F)(F)F)n1C
80GPXZ,Nc1nc(Cl)ncc1C(F)(F)F
80YFTF,Cc1cc(C)cc(NS(=O)C(C)(C)C)c1
80OANF,CC(C)(C)S(=O)Nc1ccc(Cl)cc1
80JIIV,NC(=S)NN=Cc1ccncc1
80ORRK,O=Cc1ccc(C(=O)O)cc1
80GVWW,OC(O)(CSCc1ccccc1)C(F)(F)F
80OEHN,COC(=O)c1ccc(I)cc1
80IBLW,COc1ccc(C(=O)C(NC(C)=O)NC(C)=O)cc1
80SOFY,CN(C(=S)NN)c1ccccc1
80LVLS,COc1cc(CNC(=O)C(F)CCCC=CC(C)C)ccc1O
80CIFL,CC(=NO)c1cc(Cl)cc([N+](=O)[O-])c1O
80NPHW,CC(C#N)(C#N)Cc1cccc(CC(C)(C#N)C#N)c1
80BKPO,CCOC(=O)c1[nH]c(C=O)c(C)c1C
80PCTM,CCCCOc1ccc(B(O)O)c(OCCCC)c1
80SCKZ,CCOC(=O)NN=Cc1ccco1
80MUEM,OCc1ccc(O)cc1
80DAIU,COC(=O)C(CC(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)NC(=O)OCc1ccccc1
80WUZA,C=CCOc1ccc([N+](=O)[O-])cc1C(=O)O
80TBPZ,COc1ccc(C(=O)NN)cc1
80ADNV,COC(=O)c1cccc([N+](=O)[O-])c1O
80LGWT,Cc1c(C)c(CN(CCCl)CCCl)c(C)c(C)c1CN(CCCl)CCCl
80XEZW,CC(=NNC(N)=O)c1cc(Cl)sc1Cl
80WDNL,O=C(NCc1ccccc1)C(F)(F)[N+](=O)[O-]
80HLNO,Cc1ccc(NNC(=O)C(F)(F)[N+](=O)[O-])cc1
80XNCY,COc1cc(OC)nc(SC)n1
80EBTW,COC(=O)NN=C(C)c1ccc(O)cc1O
80LOBY,Cc1c(C)c(C)c(C)c(C)c1C
80ENCE,O=C(CBr)Nc1ccc(Br)cc1
80QSKW,COc1ccc(C=NNC(C)=O)cc1OC
80IYKA,CCOC(=O)C(C#N)=Cc1cccc([N+](=O)[O-])c1
80WPWD,CCOC(=O)C(C#N)=Cc1ccc([N+](=O)[O-])cc1
80MRAN,COS(=O)(=O)c1ccc(C)cc1
80BNJW,CCN(CC)c1ccc(C=C(C#N)C(=O)O)cc1
80MHFU,Nc1cccc(N)n1
80IHJC,COC(=O)c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC
80DNOF,CC(=O)N(C(C)=O)c1ccc(N(C(C)=O)C(C)=O)cc1
80BXCB,CC(=O)N(C(C)=O)c1ccccc1N(C(C)=O)C(C)=O
80AQPWKL,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
80CPAA,COC(=O)c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1
80ZINF,CC(C)(C)OC(=O)NCC(=O)Nc1cccc(C(=O)O)c1
80HCMP,CNC(=O)c1cnn(C(C)(C)C)c1C#N
80NTFW,O=C(CCl)Nc1cccc(NC(=O)CCl)c1
80ULJI,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)OCc1ccccc1
80XRAP,C#CCOc1c(O)cccc1C=O
80RMMP,C#CCOc1ccc(O)c(C=O)c1
80XTKR,C#CCOc1ccc(OCC#C)c(C=O)c1
80ZIOJ,C#CCOc1ccc(C=O)c(O)c1OCC#C
80IABW,COc1cc(CCC(C)=O)ccc1O
80YNJE,COC(=O)c1ccc(O)c(OC)c1
80JODD,CCOC(=O)c1ccc(O)c(OC)c1
80SKLE,N#CCS(=O)(=O)c1ccccc1F
80WPMK,O=c1ncc(F)c[nH]1
80YXKX,O=C(O)c1ccco1
80IISP,NC(=S)NN=Cc1cccs1
80DNEL,NC(=O)C=Cc1ccco1
80JMEB,COC(=O)c1c(C)c(C(C)=O)cc(C)c1O
80QGED,OB(O)c1ccc(C(F)(F)F)nc1
80SDEH,OB(O)c1cc(Cl)ncc1C(F)(F)F
80NGPS,NC(=O)c1ncn(CCO)c1N
80KDIQ,N#Cc1ncn(CCCl)c1N
80FOAC,CC(C)(OO)c1ccncc1
80LIGD,CCOC(=O)C(O)(CC(C)=O)C(C)C(=O)c1ccc(Br)cc1
80PIGF,Cc1ccc(NC(=S)NC(=O)CCCBr)cc1
80HCUF,Cc1cccc(NC(=S)NC(=O)CCCBr)c1
80HAWR,Cc1ccc(S(=O)(=O)OC(Cl)=CC(C)(C)C)cc1
80AKIK,O=C(O)C(CCCc1ccccc1)=NO
80DHJC,CC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1
80MKBL,O=c1c(O)c1O
80MFGY,NC(=O)COc1ccc([N+](=O)[O-])cc1
80ARRS,COc1ccccc1C(=O)O
80QPCV,Oc1cccnc1Cl
80GTQT,CC(C)(CO)NC(=O)c1ccccc1
80WDRQ,O=[N+]([O-])C=Cc1ccc(O)cc1
80PNXS,NNC(=S)SCc1ccccc1
80ZHOA,COc1cccc(OC)c1[Sn](Cl)(Cl)Cl
80DGSJ,CN(CCO)c1ccc(C=NNC(N)=S)cc1
80HTSL,CC(O)=C(C#N)C(=O)Nc1ccc(S(C)(=O)=O)cc1
80HXOE,COc1ccc(S(=O)(=O)C(S(C)(=O)=O)S(C)(=O)=O)c(OC)c1
80ZMYT,CN(C)C(=S)NN=CC=Cc1ccccc1
80SLPZ,CC(O)=C(C#N)C(=O)Nc1cccc(S(C)(=O)=O)c1
80HYUZ,CC(O)C(C)C(O)C(C)c1ccc(CO)cc1C=CCO
80EBKW,CC(O)=C(C#N)C(=O)Nc1ccc(OC(F)(F)F)c(Br)c1
80NGOB,CCN(CC)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
80AYQQ,CC(c1ccccc1)C(C#N)N[S+]([O-])C(C)(C)C
80MMVX,N#CCc1ccccc1CC#N
80AGBQ,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
80IHRE,COc1ccc(NS(=O)C(C)(C)C)cc1
80EGDS,CC(=NNC=O)c1cccc(F)c1
80MEJM,CC(=O)c1cnc(N(C)C)s1
80UYIV,O=C(CBr)c1ccc(O)cc1
80IJZT,CC(=O)c1sc(N(C)C)nc1C(C)(C)C
80WYGI,COc1cc(CO)ccc1O
80VWIO,CC(C)=NNC(=O)CNc1ccccc1C
80HWYS,CCCCC(CC)CS(=O)Cc1ccccc1
80GLKH,CCOC(=O)NN=Cc1ccc(Cl)cc1Cl
80LLXD,CCOC(=O)NN=Cc1cccc(OCC)c1O
80HSQC,COC(=O)NN=C(C)c1ccc(Br)cc1
80GQTO,CCOC(=O)C(C)=NNC(=S)Nc1ccc(Cl)cc1
80CILV,Cc1cc(C)c(NC(=O)C=CC(=O)O)c(C)c1
80TLYV,N#CC(=Cc1ccccc1)[N+](=O)[O-]
80BUBK,COC(=O)NN=Cc1cccnc1
80PDKW,COC(=O)NN=Cc1ccccc1
80CSEM,CCC(C)=NNC(=O)c1cc(OC)ccc1Br
80JCNG,O=[N+]([O-])c1cc([N+](=O)[O-])on1
80TAXI,CC(=O)ONC(=O)c1c(Cl)cccc1Cl
80MJJQ,Cc1ncc[nH]1
80JRXJLH,CCNC(=O)c1c(OC)cccc1OC
80NYZG,COC(=O)CC(C)=NNc1ccc([N+](=O)[O-])cc1
80NUQZ,CCOC(=O)CC(C)=NNc1ccc([N+](=O)[O-])cc1
80RAID,NC(=O)C(C(N)=O)c1ccccc1
80WOJF,Cc1c(C)c(C)c([N+](=O)[O-])c([N+](=O)[O-])c1C
80ROJB,CCOC(=O)N=C(C(=O)OC)C(Cl)(C(=O)OC)c1sc(Cl)c(Cl)c1Cl
80EWUD,CC(=NO)C(C)=NN=Cc1ccccc1O
80INIV,O=C(O)CNC(=O)Nc1ccccc1
80MXAW,NC(=O)NN=Cc1cccs1
80CIRE,OCc1cc(Br)cc(CO)c1O
80QCJE,N#Cc1c(Cl)cccc1Cl
80FWZG,N#Cc1c(Br)cccc1Br
80VNLQ,CC(C)C(Nc1nc(N)c(N=O)c(=O)n1C)C(=O)O
80QBWY,CC(O)C(Nc1nc(N)c(N=O)c(=O)n1C)C(=O)O
80AFBD,CC(C)(C)N(O)c1c(Cl)cncc1Cl
80JEGZ,C=CC(C(O)c1ccc([N+](=O)[O-])cc1)C(C)(C)C
80AKMF,COc1ccc(C=CC(=O)O)c(OC)c1CC=C(C)C
80SRNU,COC(=O)c1cocc1C(=O)OC
80HSKF,O=C(O)c1ccc(C(=O)O)o1
80BNBK,O=C(O)c1cocc1C(=O)O
80QHQV,ON=Cc1ccco1
80OMWL,O=C(NCCCl)c1ccco1
80VRZA,CC=C(C)C(=O)Nc1ccccc1C(C)(C)C
80XTXO,COc1ccc(CCNC(=O)N=[N+]=[N-])cc1OC
80ZJOY,C=C(C)C(=O)N(C)c1ccccc1C(C)(C)C
80DTJR,C=C(C)C(=O)N(C)c1cc(C(C)(C)C)ccc1C(C)(C)C
80HPZQ,COC(OC)C(N=[N+]=[N-])C(=O)NC(C)c1ccccc1
80AJEX,C=CCNC(=S)NN=C(C)c1ccccn1
80YQVC,CCCC(C(CC)NC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C(=O)OC)C(=O)OC
80BBEB,CC(C)C(NC(=O)c1ccc(C(=O)O)cc1)C(=O)O
80FPOR,CCCC(NC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(CC)C(C(=O)OC)C(=O)OC
80WBZU,CCOC(=O)C(C#N)=Cc1ccc(Br)s1
80NKID,Cc1cccc(C)c1NC(=O)CCNCCN(C(C)C)C(C)C
80SRWF,O=C(NCCO[N+](=O)[O-])c1cccnc1
80EDUG,CC(=O)Nc1c(Cl)cc(Cl)cc1Cl
80IJVF,CC(O)(CCc1ccccc1)C(O)CO
80LZLA,COC(=O)NC=C(C(=O)N(C)C)c1ccccc1
80VJDT,CNc1ccc([N+](=O)[O-])cc1
80ZWZR,CC(C)(C)C(=CC=Cc1ccc(C=CC=C(C(C)(C)C)C(C)(C)C)s1)C(C)(C)C
80ZXWJ,CC(C)(C)C(=CC=CC=Cc1ccc(C=CC=CC=C(C(C)(C)C)C(C)(C)C)s1)C(C)(C)C
80SZRB,C=C(C(C)=O)C(NC(=O)OC(C)(C)C)c1ccc(Br)cc1
80LNNM,C[N+](C)(C)c1ccccc1[B-](F)(F)F
80HPEI,C[S+](C)c1ccccc1[B-](F)(F)F
80IAMQ,CCOC(=O)C(c1ccccc1)=S(C)(C)=O
80VEBQ,CC(CO)C(O)C(C)C(O)CCc1ccccc1
80AQYG,CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C(=O)NC(C(=O)Nc1cccc(C(=O)OC)c1)C(C)C
80OQOA,Nc1c(Br)cccc1C(=O)O
80DBTN,O=C(NCc1ccccc1)OCC#CC#CCl
80NQRE,CCOC(=O)c1ccc(CC(=O)O)cc1OCC
80YAVW,CCOc1cc(CC(=O)O)ccc1C(=O)O
80QEOZ,CSC(=NC#N)Nc1ccccc1
80MKRY,CN(C)C(=O)c1cccnc1S(N)(=O)=O
80SMOO,CSC(=NC#N)NCc1ccccc1
80JZBZ,O=C(NO)c1cccnc1
80DSFCMG,CC(=O)OC(CI)CC(I)C(=O)c1ccccc1
80RQKY,Cc1cccc(NS(=O)(=O)C(C)(C)C)c1CC=CCO
80LWPZ,O=C(O)Cc1ccc(Cl)cc1
80HXYU,COC(=O)C(C#N)=C(OS(C)(=O)=O)c1ccc([N+](=O)[O-])cc1
80TQEZ,COC(=O)C(C#N)=C(O)c1ccc([N+](=O)[O-])cc1
80KVAA,CCCNC(=O)c1ccn(C)c(=O)c1O
80BOLM,CC#CC(F)=Cc1ccc(OC)cc1
80PIDL,O=C(O)c1ccccc1NC(=O)C(F)(F)F
80DZEC,CC(=O)Nc1ccccc1C=O
80BHOO,CN(C)C(=CC=C(C#N)C(N)=O)c1ccccc1
80LKRP,O=C(CCCCCl)c1ccccc1
80DTYQ,Cc1ccc(Br)nc1
80FDXN,CCOc1ncc([N+](=O)[O-])cc1[N+](=O)[O-]
80FEMN,CC(=O)c1cc([N+](=O)[O-])ccc1O
80IFIS,Cc1ccc(C(=O)NC(=S)N(C)CCO)cc1
80ZUGD,CN(C)C=Cc1ncn(C)c1[N+](=O)[O-]
80OUHN,CCOC(=O)c1nc(C(=O)OCC)c(C(=O)OCC)nc1C(=O)OCC
80HFST,CNC(=S)NN=Cc1cccs1
80BKKJ,COc1cc(Br)c(C(=O)O)c([N+](=O)[O-])c1OC
80WDFC,CCCCCCCCN(Cc1[nH]cc[nH+]1)C(CO)C(=O)[O-]
80SUFA,CC(O)CNC(=O)C=Cc1ccccc1
80NZAY,C=CCNC(=O)C(C)C(O)(c1ccc(Br)cc1)C(F)(F)C(F)(F)F
80USRH,CNC(=O)C(=NOC)c1nc(N)sc1Cl
80YAOR,C#CCOc1ccc(=O)n(CC#C)n1
80UMJR,COC(=O)c1ccc(C(CC(C)(C)C)=NC(C)=O)cc1
80PQAQ,COC(=O)c1ccc(C(CC(C)(C)C)NC(C)=O)cc1
80VLAP,C#CCCOC(=O)[C-]([I+]c1ccccc1[N+](=O)[O-])C(C)=O
80FWJG,CC(C)CC(C#N)(OC(C)(C)C)C(O)c1ccccc1
80FJPK,CCOC(=O)CNc1nc(C)cc(Cl)n1
80KQWO,CC(C(O)CO)C(O)c1ccc(Br)cc1
80EVOW,CC(=O)Nc1cc([N+](=O)[O-])ccc1N(C)C
80MPMY,CC(=CCO)C(O)CCc1ccccc1
80HITM,Nc1c(Br)cccc1Br
80IDQG,CC(=O)C=C(O)C=Cc1ccc(O)c(O)c1
80NZBT,COc1cc(OC)c(C=CC(O)=CC(C)=O)c(OC)c1
80CDBJ,COc1ccc(C=CC(O)=CC(C)=O)cc1OC
80XHJD,O=S(=O)([O-])[n+]1ccccc1
80JRYJ,O=[N+]([O-])c1cc(CCl)cc([N+](=O)[O-])c1
80XDTU,Cc1cccc(C(=O)NC(C)(C)CO)c1
80AHHO,OCc1ccc(Cl)cc1
80EOBW,CCOc1ccc([N+](=O)[O-])cc1
80GGRQ,FC(F)(F)N=NNc1ccccc1
80YMEC,CCSC(=S)NC(=O)c1ccc(Cl)cc1
80FCLZ,Cc1[nH]ccc(=O)c1O
80NQID,Cc1c(O)c(=O)ccn1C
80HSKQ,O=Cc1ccc[nH]c1=O
80EZYA,BrCCOc1ccc(Br)cc1
80ZLRD,OC(O)c1ccncc1Cl
80WLAX,ClCCOc1ccc(Br)cc1
80TYKZ,CCCCNC(=O)NC(=O)c1cccc(C(=O)NC(=O)NCCCC)n1
80WDEC,COC(=O)c1ccccc1N(CC(=O)OC(C)(C)C)C(C)=O
80WUKS,CC(=O)N(CC(=O)OC(C)(C)C)c1ccccc1I
80NLBT,COc1ccc(Br)c(O)c1OC
80PSPF,COC(=O)c1nc(OS(=O)(=O)C(F)(F)F)c(N)cc1C
80HZBD,CCOC(=O)c1c(F)c(F)c(N)c(F)c1F
80KYYQ,COC(=O)c1c(F)c(F)c(C(=O)O)c(F)c1F
80WDKB,COC(=O)[C-](C(=O)OC)[s+]1c(C)ccc1C
80RSHY,COC(=O)[C-](C(=O)OC)[s+]1c(Cl)ccc1Cl
80EIVU,COC(=O)[C-](C(=O)OC)[s+]1c(Cl)c(Cl)c(Cl)c1Cl
80FZQL,CC(=O)Nc1ccc(C=NNC(N)=S)cc1
80HWJD,CC(NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)OC(C)(C)C
80ZDPB,CC(C)(C)OC(=O)NCC(=O)OCC(=O)c1ccccc1
80COXA,CC(=O)SSCc1ccccc1
80ZAGJ,CCOCCOC(=O)C(C#N)=CNC(=O)Nc1ccccc1
80GMKZ,CCCNS(=O)(=O)c1ccc(NC(C)=O)cc1
80USPX,CCOC(=O)NC(=S)OCc1ccccc1
80VHXA,Nc1ccnc(Cl)n1
80RMTD,COc1ccc(O)c(C=NNC(N)=S)c1
80SMRO,Oc1ccccc1I
80FNCX,CC(C)c1cccc(C(C)C)c1O
80PKFO,Cc1cc(Br)c(O)c(Br)c1
80GOPB,CCc1cc(I)c(O)c(I)c1
80JWIW,O=C(O)c1cc(I)c(O)c(I)c1
80FEUD,CC(C)c1cc(C(=O)O)cc(C(C)C)c1O
80XLSI,CS(=O)(=O)c1cc(O)ccc1O
80JEDP,CCOc1cccc(C=NNC(N)=S)c1O
80FJRV,CC(C)NCC(O)COc1ccccc1
80CTIX,COc1ccc(N)cc1C(F)(F)F
80QUMF,CCN(CC)c1ccc(C=NNC(N)=O)c(O)c1
80NDNR,Nc1ncccc1Br
80FWFO,NC(=O)NC(=S)NC(=O)c1ccccc1
80HSNO,CCOC(=O)C(=NNc1ccc(F)cc1F)C(C)=O
80TZAB,CC(C)(C)OC(=O)Cn1ccnc1
80BKIG,CCCOC(=O)c1cc(O)c(O)c(O)c1
80VNIB,O=C(CCCCl)Nc1ccc(NC(=O)CCCCl)cc1
80TBGH,CCOC(=O)c1[nH]c(CC)c(C(=O)OC)c1C
80RADU,Nc1c(C(=O)O)cccc1[N+](=O)[O-]
80LPBW,CC(=O)NC(=S)Nc1ccccc1
80QUMQ,CC(=O)Oc1ccc(C=CC(=O)OC(C(=O)OC(C)(C)C)C(O)C(=O)OC(C)(C)C)cc1
80NWWI,Nc1ccc([N+](=O)[O-])cc1C(=O)O
80ZFGK,CCOC(=O)C(=CNc1ccccc1C(F)(F)F)C(=O)OCC
80TSAO,Cc1cc(O)ccc1[N+](=O)[O-]
80BIVG,COC(=O)C(C)NS(=O)(=O)c1ccccc1I(=O)=O
80TRUL,CCOc1ccccc1NC=O
80PLWG,O=C(O)C(O)c1ccccc1Cl
80IRJB,O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl
80VAPE,CCOC(=O)CNC(=O)C(CC(C)C)NC(=O)c1ccccc1
80XPQQ,COc1ccc(C(C(C)=O)=C(C)O)cc1
80AZKL,CC(C)c1ccc(O)c(CO)c1
80JCKE,CCC(C)C([NH2+]Cc1ccncc1)C(=O)[O-]
80GYGJ,COc1cc(C=CC(=O)O)ccc1O
80SOLH,O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1Cl
80SGEQ,Cc1nn(CN=[N+]=[N-])cc1C#N
80XCJZ,CCN(CC)C(=S)N=C(N)c1ccccc1
80CCOA,COC(=O)C=C(C)c1ccc(C)o1
80RYEI,CCOC(=O)CNC(=O)c1cc(Br)c[nH]1
80XRBP,COC(=O)Nc1ccc(C)c(NC(=O)OC)c1
80BTXA,O=Cc1ccsc1B(O)O
80YVTE,N#Cc1cccc(C(N)=O)n1
80XEPH,CCOC(=O)CC(=O)c1cc(OC)c(OC)c(OC)c1
80FTTK,CCOc1cc(NC(C)=O)ccc1C(=O)OC
80RFSM,CC(=O)Nc1c([N+](=O)[O-])ccc([N+](=O)[O-])c1C
80JPTK,CCOC(=O)C(=NNc1ccccc1Cl)C(=O)CCl
80UBPE,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1
80HZZM,CC(C)(O)c1cc(C(C)(C)O)cc(C(C)(C)O)c1
80PHBA,CCc1cc(C(F)(F)F)cc(=O)n1CCNC(C)=O
80CAOE,CCOC(=O)C(C)C(=O)Nc1ccc(Cl)cc1
80LDOU,O=C(O)c1cc(C(F)F)no1
80CFGF,Cc1cc(Cl)ccc1OCC(N)=O
80YERC,CC(=O)C(=C(C)O)c1ccc(C(C(C)=O)=C(C)O)cc1
80BBMH,N#[N+]c1c(Cl)n[n-]c1Cl
80TCYC,N#[N+]c1c([N+](=O)[O-])n[n-]c1[N+](=O)[O-]
80UYMO,Nc1ncnc(Cl)c1NC=O
80LHSS,CN(C)NC(=S)c1ccccc1O
80VOBW,COC(=O)C(=CC(=O)c1ccc(C(=O)C=C(C(=O)OC)C(=CN(C)C)C(=O)OC)cc1)C(=CN(C)C)C(=O)OC
80YUHR,COC(=O)C(=C=NC(C)(C)C)C(C(=O)OC)N(N=Cc1cccc([N+](=O)[O-])c1)C(=O)CC#N
80EQQT,[NH3+][BH2-]c1c(F)c(F)c(F)c(F)c1F
80NURP,Cc1ccc(O)c(N)c1
80LUYR,CCCOC(=O)c1cc(C)[nH]c(=O)c1
80JLZE,COC(=O)c1cc(C)n(O)c(=O)c1
80ACAT,O=C(O)c1ccc(Cl)cc1Br
80JPYA,O=C(O)c1ccc(Br)cc1Cl
80TLGX,COC(=O)C(=Cc1cccnc1)NC(C)=O
80QXDK,CC(C)(C)OC(=O)C(O)(C(=O)OC(C)(C)C)c1ccc(C#N)c(C#N)c1
80OCZU,CCCCNC(=O)c1cc(C(=O)NCCCC)n(C)n1
80NAQC,CCCCNC(=O)c1cc(C(=O)NCCCC)[nH]n1
80BUDL,CC(C)(C)OC(=O)NCC(=O)NCC(=O)NCC(=O)OCc1ccccc1
80HDLP,C=CC[N+](C)(C)[N-]S(=O)(=O)c1ccc(C)cc1
80ZJJW,C=CC[N+](C)(CC=C)[N-]S(=O)(=O)c1ccc(C)cc1
80BOUE,CN=Cc1c(CO)cnc(C)c1O
80GITL,N#Cc1ccccc1C=O
80FDKA,CC(C)(NC(=O)C(CO)c1ccccc1)C(=O)O
80HLFL,CON=C(Br)c1ccc([N+](=O)[O-])cc1
80GXGJ,CCOC(=O)C(C#N)=Cc1cccs1
80KTJZ,CC(C)OC(=O)C(CC(=O)c1ccccc1)NS(=O)(=O)C(C)(C)C
80JBPQ,O=CC=NNc1ccccc1[N+](=O)[O-]
80WNTK,CC(=O)C(Cc1ccc(CC(C(C)=O)C(C)=O)cc1)C(C)=O
80YIRT,O=C(O)CCNC(=O)c1[nH]c(Br)c(Br)c1Br
80OIOT,CCn1cc(C(=O)OC)c(C(=O)OC)c(C#N)c1=O
80OAAH,O=C(O)COc1ccccc1[N+](=O)[O-]
80TWKJ,COC(=O)C(C(=O)OC)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
80LMYP,N#Cc1c(N=[N+]=[N-])nc(N=[N+]=[N-])c(F)c1N=[N+]=[N-]
80KDLO,N#Cc1c(N=[N+]=[N-])nc(N=[N+]=[N-])c(Cl)c1N=[N+]=[N-]
80BHZG,[O-]c1ccc(Br)cc1C=[NH+]C(CO)(CO)CO
80XUXX,CN(C)c1c(N(C)C)c(N(C)C)c(N(C)C)c(N(C)C)c1N(C)C
80WSJW,C#Cc1ccc(N(C)C)cc1
80GOLA,CC(C)(O)c1ccccn1
80WYBP,CCN(CC)C(=S)NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
80KMMW,NNC(=O)c1cnccn1
80PAAA,ON=Cc1cccc(F)n1
80TCIG,O=C(O)C[n+]1ccccc1C(=O)[O-]
80BPBX,Brc1cnc(I)nc1
80IJAB,[O-]c1c(Br)cc(Br)cc1C=[NH+]CCO
80NYII,CCOC(=O)C(C#N)=C(NOC)c1ccc(Cl)cc1
80PPPD,NS(=O)(=O)c1ccc(C(=O)O)cc1
80AHJA,CCN(CC)CCNS(=O)(=O)c1cnccc1OC
80DBDE,CON=C(C)c1ccccc1C(C(=O)OC)C(=O)OC
80HLTD,COC(=O)C(C(=O)OC)c1cc(C)cc(C)c1C(=O)O
80EMFR,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCCO)cc1NCCO
80VHYQ,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)c1ccc(Br)cc1
80TZPT,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)c1ccc(Br)cc1
80XKXH,COc1cc(Cl)c(C(O)CNC(C)C)cc1OC
80KUHGXH,CC(C)(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)O
80MPEG,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)OCc1ccccc1
80ELBV,[N-]=[N+]=NC(C=O)=C(Cl)c1ccc(Br)cc1
80DOYV,CCc1cccc(C)c1C=C(NC(C)=O)C(=O)OC
80WROF,CC(=O)c1ccc(O)c(CC=C(C)C)c1O
80YBWQ,COc1cc(O)c(C(C)=O)c(OC)c1O
80RKNU,CC(=O)c1ccc(O)c(I)c1O
80UYDG,CNS(=O)(=O)c1ccc(C)cc1
80XGED,Cc1ccc(S(=O)(=O)N(C)C)cc1
80PFML,CSCCNC(=O)C(Cc1ccc(O)c(Br)c1)=NN
80CTJR,CC(=O)C(=C(C)O)c1ccncc1
80FIBH,CCN(CC)c1ccc([N+](=O)[O-])cc1
80BSIH,CCOC(=O)C(C)=NNC(=O)c1ccccc1Cl
80XOWF,C=C(OCC(C)(C)NS(=O)(=O)c1ccc(C)cc1)C(F)(F)F
80GNLX,Clc1cnc(Cl)c(Cl)c1
80RNWZ,OCc1ccc(Cl)cc1Cl
80JMRO,CC(=NNC(N)=S)c1cccc([N+](=O)[O-])c1
80PVNE,CC(N)C(O)c1ccccc1
80IQDG,O=C(O)COc1c(F)c(F)c(F)c(F)c1F
80HBVU,N#Cc1cc(C#N)c(C#N)nc1C#N
80KECTLZ,CC(CSC(Cc1ccccc1)C(=O)O)NC(=O)OC(C)(C)C
80IRHT,O=C([O-])C[n+]1ccn(CC(=O)O)c1
80NQFQ,NC(=S)NN=Cc1ccccc1O
80SRFS,CCOC(=O)C(C#N)=C(O)c1ccccc1
80PWWG,N#Cc1c(F)c(F)c(F)c(F)c1C#N
80WAVG,COc1cc(C=CC(=O)O)ccc1OC(C)=O
80IBYP,CC(=NNC(N)=S)c1ccccc1O
80GXTG,OCc1ccc(CO)nn1
80PMHC,Cc1ccccc1NC=O
80ZPJI,Cc1ccccc1NC=S
80OWVC,N#CCC(=O)c1ccccc1
80BTZI,CCCCCC(O)C(OC)c1c(OCOC)ccc(OCOC)c1Br
80JJQJ,Nc1nc(O)cc(O)n1
80OACT,CC(=O)C=C(C)Nc1ccc(Br)cc1
80HLGW,ClI(Cl)c1ccccn1
80FSKZ,CCCOc1cccnc1I(Cl)Cl
80MAZG,CC=C(CC)NS(=O)(=O)c1ccc(OC)cc1
80TVNU,O=C(O)CCC(=O)CCC(=O)c1ccccc1
80HMNS,C=CC(CC)(CCC)C(NS(=O)(=O)c1ccc(C)cc1)C(Cl)C(C)(C)C
80QTHH,CC=CC(C(C)C(C)O)S(=O)(=O)c1ccccc1
80KGLP,Cc1ccc(C(=O)C(C)I)cc1
80EYXP,O=C(CCl)c1ccc(O)cc1O
80GOYR,Cc1ccc(S(=O)CC(O)C(C)F)cc1
80CUEQ,CCOC(=S)NC(=O)c1ccccc1
80BCOV,CCOC(=O)C(C#N)=NOS(=O)(=O)c1ccc([N+](=O)[O-])cc1
80LLYZ,NNC(=O)CNc1ccccc1
80QWQH,COc1c([N+](=O)[O-])c(OC)c([N+](=O)[O-])c(OC)c1[N+](=O)[O-]
80LDSF,Cc1ccc(S(=O)(=O)C(C)Br)cc1
80VXOZ,COC(=O)C(=NC(C)=C(C(C)=O)c1ccccc1)C(=O)OC
80BDYU,COc1cc(NC(C)=O)cc(OC)c1
80GPNI,O=C(O)c1ccc(=O)[nH]c1
